Current step: 1
Physical elapsed time: 0.000000000
CPU time: 0.000000000
id     	p[0]     	p[1]     	p[2]     	v[0]     	v[1]     	v[2]     	F[0]     	F[1]     	F[2]
667	0.010746	0.018117	0.005652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
668	0.011176	0.018404	0.008208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
669	0.010895	0.018753	0.009354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
670	0.010402	0.019498	0.009891	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
671	0.011105	0.020696	0.002429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
672	0.011113	0.021660	0.009789	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
673	0.010945	0.021280	0.008876	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
674	0.010214	0.020607	0.008594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
675	0.010987	0.022181	0.002074	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
676	0.010254	0.022653	0.005286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
677	0.010189	0.022249	0.006805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
678	0.010359	0.023842	0.009996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
679	0.011257	0.022789	0.008315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
680	0.010879	0.025119	0.002489	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
681	0.011316	0.024478	0.004235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
682	0.010067	0.025025	0.006044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
683	0.010626	0.024309	0.007198	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
684	0.010441	0.025317	0.009177	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
685	0.010583	0.027733	0.002335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
686	0.010583	0.026120	0.002447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
687	0.010902	0.026664	0.003239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
688	0.010203	0.027120	0.004061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
689	0.011185	0.026993	0.005023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
690	0.011676	0.026322	0.005605	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
691	0.010578	0.027128	0.006027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
692	0.010273	0.027465	0.008492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
693	0.010618	0.026592	0.009495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
694	0.010988	0.028235	0.003346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
695	0.010385	0.029145	0.005086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
696	0.011244	0.028729	0.006924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
697	0.010101	0.028460	0.009051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
698	0.010799	0.028789	0.008191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
699	0.011732	0.030061	0.001905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
700	0.011337	0.030058	0.003177	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
701	0.010749	0.030396	0.002260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
702	0.011373	0.030016	0.004856	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
703	0.010409	0.030586	0.004079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
704	0.010005	0.030409	0.005344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
705	0.010816	0.030016	0.006299	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
706	0.010211	0.030945	0.009924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
707	0.010587	0.030264	0.008733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
708	0.010958	0.032652	0.001668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
709	0.011376	0.033083	0.002481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
710	0.010233	0.033193	0.005149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
711	0.010801	0.032905	0.006867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
712	0.010388	0.032181	0.006024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
713	0.011381	0.032572	0.008910	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
714	0.011717	0.035413	0.002344	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
715	0.010775	0.034779	0.002635	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
716	0.011261	0.034388	0.006286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
717	0.010230	0.034383	0.006099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
718	0.011844	0.035206	0.009838	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
719	0.010338	0.034771	0.008783	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
720	0.010004	0.037979	0.001403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
721	0.011369	0.036312	0.001924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
722	0.010508	0.036076	0.002404	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
723	0.010152	0.037496	0.003835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
724	0.010600	0.036175	0.004433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
725	0.010647	0.036126	0.006001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
726	0.010255	0.037194	0.006665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
727	0.011420	0.037200	0.008532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
728	0.010890	0.038541	0.001680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
729	0.011057	0.038407	0.003133	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
730	0.011088	0.038066	0.004834	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
731	0.010254	0.038718	0.006733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
732	0.010684	0.038520	0.008682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
733	0.012136	0.001523	0.002155	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
734	0.012798	0.001164	0.003994	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
735	0.013216	0.001396	0.006288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
736	0.013488	0.003008	0.002313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
737	0.012601	0.002880	0.005106	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
738	0.013691	0.002395	0.006287	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
739	0.012482	0.002942	0.006396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
740	0.012265	0.002913	0.009012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
741	0.012546	0.004385	0.001977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
742	0.013195	0.004454	0.001191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
743	0.012604	0.004805	0.003018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
744	0.012343	0.005197	0.004768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
745	0.012822	0.004738	0.006099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
746	0.013714	0.004969	0.006990	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
747	0.012091	0.004278	0.009453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
748	0.012137	0.004435	0.008436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
749	0.013649	0.007400	0.004302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
750	0.012740	0.006790	0.004925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
751	0.012267	0.006566	0.008975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
752	0.012885	0.008384	0.004980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
753	0.012581	0.009170	0.007408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
754	0.013470	0.008473	0.009935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
755	0.012861	0.008938	0.008356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
756	0.013283	0.009332	0.009201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
757	0.012616	0.011392	0.002366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
758	0.012058	0.010493	0.002692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
759	0.012253	0.011160	0.005230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
760	0.012407	0.010232	0.004678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
761	0.012357	0.010938	0.006803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
762	0.012414	0.011220	0.009573	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
763	0.012788	0.013242	0.002961	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
764	0.012512	0.012401	0.006313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
765	0.012748	0.013869	0.006736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
766	0.013043	0.012146	0.008280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
767	0.012768	0.012851	0.009107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
768	0.013302	0.014914	0.002421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
769	0.013592	0.014145	0.004745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
770	0.012229	0.014393	0.005205	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
771	0.013503	0.014987	0.006504	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
772	0.013404	0.014178	0.008082	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
773	0.012040	0.014509	0.008041	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
774	0.013646	0.015083	0.009805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
775	0.012593	0.017068	0.002444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
776	0.012514	0.017821	0.003421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
777	0.012005	0.016840	0.003612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
778	0.013734	0.017962	0.005008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
779	0.013091	0.016324	0.005258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
780	0.012807	0.016497	0.004115	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
781	0.012196	0.016908	0.009867	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
782	0.012543	0.016033	0.008957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
783	0.012934	0.016712	0.008033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
784	0.013082	0.018820	0.002001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
785	0.012654	0.018002	0.004811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
786	0.013304	0.019861	0.005499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
787	0.012564	0.018968	0.006352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
788	0.013105	0.018039	0.008254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
789	0.012833	0.018777	0.009738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
790	0.012536	0.020134	0.001976	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
791	0.012395	0.021065	0.001630	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
792	0.012844	0.020273	0.001031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
793	0.013567	0.021123	0.003663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
794	0.012876	0.021325	0.002507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
795	0.012460	0.020374	0.004841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
796	0.013223	0.020637	0.006349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
797	0.012317	0.021636	0.006104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
798	0.012800	0.020041	0.009959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
799	0.012827	0.021769	0.009581	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
800	0.013095	0.023254	0.001352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
801	0.012709	0.022380	0.003164	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
802	0.013634	0.023099	0.002570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
803	0.012134	0.023731	0.005230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
804	0.012863	0.022374	0.004586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
805	0.013687	0.022642	0.005424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
806	0.012039	0.023771	0.009902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
807	0.013731	0.025702	0.001010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
808	0.013858	0.024206	0.002746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
809	0.012188	0.024391	0.002396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
810	0.012979	0.024978	0.003539	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
811	0.012517	0.024574	0.004335	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
812	0.012256	0.025145	0.009822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
813	0.012820	0.025044	0.008120	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
814	0.013228	0.024072	0.009390	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
815	0.012649	0.026909	0.001822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
816	0.013360	0.026671	0.003984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
817	0.012046	0.027500	0.005700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
818	0.012850	0.026817	0.005389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
819	0.012019	0.026285	0.006556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
820	0.012229	0.027981	0.006942	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
821	0.012805	0.026184	0.007422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
822	0.013134	0.027624	0.009419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
823	0.012767	0.026142	0.008532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
824	0.012287	0.028294	0.002034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
825	0.012465	0.028238	0.003419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
826	0.013176	0.028030	0.004835	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
827	0.013039	0.028882	0.004032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
828	0.012735	0.028529	0.006013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
829	0.012316	0.028176	0.009136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
830	0.012129	0.029627	0.008197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
831	0.013087	0.028405	0.008167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
832	0.012999	0.030050	0.001480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
833	0.012794	0.031134	0.002602	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
834	0.012504	0.030116	0.002880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
835	0.012828	0.030056	0.004410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
836	0.013994	0.030683	0.005878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
837	0.012353	0.030843	0.005080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
838	0.012247	0.030844	0.006132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
839	0.013458	0.030428	0.008540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
840	0.013580	0.031460	0.009623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
841	0.012739	0.031292	0.008621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
842	0.012269	0.030133	0.009636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
843	0.013654	0.032295	0.001207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
844	0.013411	0.032128	0.002928	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
845	0.012990	0.032383	0.004226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
846	0.012011	0.032632	0.005144	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
847	0.013578	0.032514	0.005562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
848	0.012363	0.032121	0.006104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
849	0.012056	0.032072	0.007099	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
850	0.012067	0.033755	0.009321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
851	0.012234	0.034049	0.003245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
852	0.013197	0.034045	0.002503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
853	0.012973	0.034239	0.005841	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
854	0.012710	0.034347	0.004490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
855	0.012127	0.034313	0.006914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
856	0.012316	0.035796	0.006837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
857	0.013076	0.035522	0.008959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
858	0.013079	0.036012	0.002487	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
859	0.012270	0.036117	0.003996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
860	0.013017	0.036870	0.003062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
861	0.012317	0.036409	0.005577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
862	0.012269	0.037869	0.006354	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
863	0.013516	0.036434	0.006196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
864	0.012103	0.036130	0.008461	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
865	0.012624	0.037033	0.009805	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
866	0.013196	0.037169	0.008193	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
867	0.012743	0.038093	0.004498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
868	0.013306	0.038928	0.006160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
869	0.013159	0.038083	0.008798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
870	0.012228	0.038605	0.009028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
871	0.014599	0.001393	0.007150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
872	0.014024	0.001537	0.008537	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
873	0.014415	0.003601	0.001220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
874	0.015391	0.003012	0.004118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
875	0.014561	0.004000	0.004934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
876	0.014196	0.002890	0.004399	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
877	0.015644	0.003702	0.006279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
878	0.014735	0.002916	0.009690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
879	0.015116	0.002728	0.008401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
880	0.015367	0.005607	0.002749	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
881	0.014310	0.004418	0.002728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
882	0.015885	0.004023	0.004862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
883	0.015097	0.004522	0.004058	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
884	0.014254	0.005004	0.004524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
885	0.014134	0.004064	0.007260	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
886	0.015863	0.004920	0.009474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
887	0.014179	0.004376	0.009412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
888	0.014751	0.005503	0.009348	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
889	0.015668	0.007326	0.001332	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
890	0.014311	0.006414	0.003289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
891	0.014417	0.006684	0.002118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
892	0.014840	0.006942	0.004298	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
893	0.014599	0.006427	0.005722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
894	0.014034	0.007425	0.008051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
895	0.014345	0.007476	0.009596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
896	0.014551	0.008882	0.001663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
897	0.014845	0.009135	0.004276	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
898	0.014013	0.008408	0.005689	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
899	0.015141	0.009564	0.007832	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
900	0.014605	0.008234	0.007080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
901	0.014961	0.008995	0.008906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
902	0.014704	0.010299	0.001267	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
903	0.014045	0.010449	0.002575	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
904	0.014228	0.011146	0.004097	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
905	0.014825	0.010765	0.005638	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
906	0.015375	0.010546	0.004591	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
907	0.015059	0.010092	0.006713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
908	0.014113	0.010619	0.007168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
909	0.015694	0.011238	0.009492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
910	0.014414	0.010749	0.009513	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
911	0.014056	0.011833	0.008719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
912	0.014596	0.012249	0.003619	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
913	0.014496	0.013087	0.005623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
914	0.015042	0.013167	0.009566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
915	0.014068	0.014866	0.001418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
916	0.014628	0.015212	0.003804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
917	0.014497	0.014212	0.003266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
918	0.015149	0.014373	0.004885	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
919	0.015167	0.014662	0.007244	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
920	0.014532	0.014774	0.006422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
921	0.014484	0.014020	0.009752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
922	0.015817	0.014291	0.008068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
923	0.014613	0.015087	0.009051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
924	0.014577	0.016466	0.002425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
925	0.014367	0.017101	0.004032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
926	0.014069	0.016423	0.004864	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
927	0.015733	0.016079	0.007477	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
928	0.015471	0.017123	0.006666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
929	0.014234	0.016762	0.008017	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
930	0.015522	0.017753	0.009680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
931	0.015031	0.016332	0.009319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
932	0.014699	0.017572	0.009059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
933	0.015578	0.018957	0.001406	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
934	0.014412	0.018188	0.001883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
935	0.014832	0.019064	0.002325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
936	0.014603	0.019537	0.004023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
937	0.014474	0.018962	0.006345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
938	0.015253	0.018091	0.006980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
939	0.014922	0.019670	0.009421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
940	0.014887	0.021344	0.001280	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
941	0.014425	0.020724	0.002553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
942	0.015381	0.020335	0.004135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
943	0.014043	0.021383	0.006488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
944	0.014090	0.020323	0.009599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
945	0.014644	0.020013	0.008227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
946	0.014916	0.020974	0.008849	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
947	0.014066	0.022184	0.001119	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
948	0.014337	0.023161	0.004034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
949	0.015296	0.022607	0.005218	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
950	0.014718	0.022488	0.006467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
951	0.015209	0.023501	0.008159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
952	0.014792	0.022776	0.008794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
953	0.014293	0.025066	0.002474	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
954	0.015057	0.025059	0.004004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
955	0.014386	0.024928	0.004853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
956	0.014689	0.025501	0.006611	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
957	0.015038	0.024027	0.006510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
958	0.014938	0.024637	0.008742	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
959	0.014631	0.026821	0.001572	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
960	0.015175	0.026303	0.003443	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
961	0.015663	0.026074	0.002522	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
