Current step: 750
Physical elapsed time: 0.074900000
CPU time: 9.516330000
id     	p[0]     	p[1]     	p[2]     	v[0]     	v[1]     	v[2]     	F[0]     	F[1]     	F[2]
637	0.003371	0.006849	0.008441	-0.242184	-0.107854	0.001892	0.000000	0.000000	-0.000981
10	0.002461	0.008565	0.001068	0.063876	0.097892	-0.005981	0.000000	0.000000	-0.000981
67	0.003607	0.008022	0.000994	-0.101711	-0.082912	0.007872	0.000000	0.000000	0.005428
70	0.003843	0.009120	0.003897	0.123421	0.060417	-0.009760	-0.003832	-0.011386	-0.011402
220	0.002807	0.008000	0.002131	0.082608	-0.047090	-0.045484	0.003751	-0.003967	-0.002500
65	0.002183	0.008666	0.002379	0.087423	0.013584	-0.096878	-0.003751	0.003967	0.000538
64	0.002609	0.008302	0.004150	-0.032032	-0.112494	0.005826	0.000000	0.000000	-0.000981
66	0.003121	0.008442	0.009832	0.057994	-0.010264	0.125288	0.000000	0.000000	-0.000981
84	0.002957	0.008615	0.008055	0.046013	-0.076842	0.007377	0.000000	0.000000	-0.000981
81	0.003534	0.010778	0.001018	-0.150901	-0.094096	-0.015152	0.000000	0.000000	-0.000981
248	0.003110	0.010697	0.002984	-0.098720	-0.108450	0.010277	0.000000	0.000000	-0.000981
221	0.002964	0.010980	0.004155	-0.029988	0.007422	-0.062721	0.000000	0.000000	-0.000981
88	0.002298	0.011876	0.005837	0.014002	-0.004342	-0.051561	0.000000	0.000000	-0.000981
226	0.003614	0.011651	0.004898	0.090321	-0.062994	-0.022616	0.000000	0.000000	-0.000981
234	0.003875	0.013540	0.001600	0.019198	-0.088726	0.122227	0.000000	0.000000	-0.000981
96	0.003178	0.012697	0.001035	-0.082208	0.030675	-0.040252	0.000000	0.000000	-0.000981
73	0.002707	0.013578	0.001864	-0.027392	-0.065347	-0.043781	0.003453	-0.003849	-0.010451
76	0.002940	0.012420	0.003073	-0.040717	0.015004	-0.084728	0.000000	0.000000	-0.000981
85	0.002417	0.013907	0.002638	-0.065138	0.041559	-0.144562	-0.003453	0.003849	0.008489
78	0.002008	0.013085	0.004704	-0.114591	0.080619	-0.024994	0.000000	0.000000	-0.000981
72	0.002593	0.012054	0.009032	-0.037860	0.075984	0.106247	0.000000	0.000000	-0.000981
17	0.002720	0.015484	0.001014	0.007506	0.146678	0.067780	0.000000	0.000000	-0.000981
91	0.003010	0.014676	0.001944	0.001306	0.026388	-0.008061	0.000093	-0.000107	-0.001074
254	0.003349	0.015578	0.002311	-0.140485	-0.059759	0.018386	0.004064	0.001262	-0.001805
101	0.003843	0.015486	0.003175	0.062140	-0.062348	-0.118857	0.000000	0.000000	-0.000981
92	0.002468	0.015307	0.002498	0.044237	0.022167	0.059962	-0.004157	-0.001154	-0.000064
100	0.002710	0.015920	0.004005	0.036239	0.038778	-0.018656	0.000000	0.000000	-0.000981
236	0.003440	0.015894	0.007050	-0.027262	0.043907	0.050659	0.000000	0.000000	-0.000981
90	0.002185	0.015096	0.006072	-0.007115	-0.053399	-0.035709	0.000000	0.000000	-0.000981
237	0.003215	0.014233	0.008154	0.024501	-0.016780	0.034964	0.000000	0.000000	-0.000981
15	0.003354	0.014072	0.011911	0.090513	0.040434	0.176802	0.000000	0.000000	-0.000981
95	0.002738	0.017906	0.000959	0.069296	-0.019327	0.085882	0.000000	0.000000	0.042881
247	0.003894	0.017756	0.000972	-0.081104	-0.124969	0.125841	0.000000	0.000000	0.034343
18	0.003409	0.016824	0.002728	0.079379	0.249123	-0.013089	0.000000	0.000000	-0.000981
99	0.002520	0.017893	0.005187	-0.014247	-0.007258	-0.056554	0.000000	0.000000	-0.000981
246	0.002602	0.016609	0.005852	-0.075741	0.107014	-0.012162	0.000000	0.000000	-0.000981
77	0.003065	0.016456	0.004827	-0.070178	0.129305	-0.102467	0.000000	0.000000	-0.000981
240	0.002076	0.018283	0.001908	-0.076992	0.002959	-0.015128	0.000000	0.000000	-0.000981
115	0.002198	0.019704	0.001059	0.065970	-0.138553	-0.120532	0.000000	0.000000	-0.000981
94	0.003276	0.018076	0.001799	0.070316	-0.068195	0.004755	-0.003413	-0.003383	-0.002524
259	0.002890	0.018905	0.001348	0.012805	-0.054541	-0.059383	0.000000	0.000000	-0.000981
120	0.003816	0.018753	0.001027	-0.084982	-0.138102	0.029522	0.000000	0.000000	-0.000981
269	0.003403	0.019975	0.002058	-0.022066	-0.000810	0.008366	0.000000	0.000000	-0.000981
542	0.002487	0.018997	0.002934	-0.053819	0.028058	-0.128374	0.000000	0.000000	-0.000981
399	0.003902	0.018715	0.002087	-0.104493	-0.055652	-0.022617	0.003181	0.003574	0.000200
109	0.002765	0.019797	0.005200	0.088748	0.000111	0.008748	0.000000	0.000000	-0.000981
260	0.003086	0.018575	0.007054	-0.006975	-0.036220	0.020580	0.000000	0.000000	-0.000981
257	0.002378	0.021382	0.000995	0.006443	-0.071470	-0.009134	0.000000	0.000000	0.002891
264	0.003002	0.020455	0.001053	0.027105	0.112284	0.117283	0.000000	0.000000	-0.000981
256	0.003715	0.020026	0.003838	-0.102280	-0.049430	-0.044286	0.000000	0.000000	-0.000981
26	0.002722	0.021351	0.002176	0.080512	0.066011	-0.022626	0.000000	0.000000	-0.000981
387	0.002885	0.021182	0.004907	0.040849	0.104217	0.059615	0.000000	0.000000	-0.000981
117	0.003384	0.021111	0.004050	-0.060338	0.073135	0.146312	0.000000	0.000000	-0.000981
136	0.002380	0.023656	0.001935	0.048547	-0.054063	-0.137396	0.000000	0.000000	-0.000981
262	0.002848	0.023070	0.001017	0.073545	0.136295	0.100421	0.000000	0.000000	-0.000981
22	0.002522	0.023518	0.003180	0.050849	0.066550	-0.099889	0.003410	0.000151	-0.000053
416	0.003682	0.023862	0.002322	-0.004564	-0.096010	-0.072544	0.004074	-0.007470	0.002045
132	0.002470	0.022499	0.002145	-0.035682	-0.063550	0.028689	0.000000	0.000000	-0.000981
113	0.003571	0.022161	0.002366	-0.022891	0.067000	0.031975	0.000000	0.000000	-0.000981
278	0.003467	0.023930	0.007404	0.021730	0.028922	0.084815	0.000000	0.000000	-0.000981
409	0.003354	0.025201	0.001030	-0.051748	0.057225	-0.086969	0.000000	0.000000	-0.000981
271	0.002116	0.024913	0.001029	-0.096058	0.149733	-0.105874	0.001587	-0.004646	-0.001512
274	0.003268	0.024624	0.002031	-0.036731	0.011356	0.064690	-0.004074	0.007470	-0.004007
280	0.002148	0.025518	0.002540	-0.084852	0.010651	0.027323	0.006368	0.002879	0.005865
30	0.002599	0.024102	0.004017	-0.001998	0.018515	-0.086132	0.000000	0.000000	-0.000981
111	0.002795	0.024522	0.005788	-0.158817	0.168996	-0.073436	0.000000	0.000000	-0.000981
147	0.002289	0.025840	0.006731	-0.046623	-0.086496	-0.027646	0.000000	0.000000	-0.000981
142	0.002664	0.025783	0.009416	-0.050593	-0.005408	0.181526	0.000000	0.000000	-0.000981
129	0.002808	0.026824	0.001124	0.059765	0.068216	-0.097584	0.000000	0.000000	-0.000981
148	0.003693	0.027924	0.001517	0.031136	-0.037255	0.050304	0.000000	0.000000	-0.000981
419	0.003804	0.026445	0.001104	0.043255	-0.065572	0.031757	0.000000	0.000000	-0.000981
285	0.002363	0.027980	0.001049	0.027177	0.027652	-0.100365	0.000000	0.000000	-0.000981
282	0.003208	0.026654	0.003110	0.091957	0.048320	-0.149209	0.001912	-0.005269	-0.009155
286	0.003016	0.027130	0.003862	-0.101137	0.025225	-0.048840	-0.001912	0.005269	0.007193
156	0.002568	0.027982	0.002296	-0.019025	-0.106763	-0.024908	0.000000	0.000000	-0.000981
396	0.002927	0.026208	0.005225	-0.149010	0.082511	-0.033717	0.000000	0.000000	-0.000981
397	0.003722	0.026191	0.007817	0.022142	0.094615	-0.042199	0.000000	0.000000	-0.000981
121	0.002040	0.027513	0.006116	-0.023630	-0.020986	0.194036	0.000000	0.000000	-0.000981
110	0.003671	0.026818	0.008788	-0.162720	0.080581	0.153072	0.000000	0.000000	-0.000981
144	0.003899	0.029834	0.001181	0.064189	0.102270	-0.161891	0.000000	0.000000	-0.000981
157	0.002192	0.029580	0.001062	0.068991	-0.039363	-0.049382	-0.007168	0.003280	-0.004351
146	0.002955	0.029233	0.001420	0.047443	-0.005250	-0.071716	0.007168	-0.003280	0.002389
32	0.002801	0.029651	0.002325	0.039045	-0.048493	0.000737	0.000000	0.000000	-0.000981
149	0.003473	0.028690	0.002544	0.045867	0.011037	-0.013398	0.000000	0.000000	-0.000981
290	0.003579	0.029049	0.007944	0.098310	0.064332	0.032013	0.000000	0.000000	-0.000981
581	0.003022	0.031939	0.001517	-0.011521	0.114190	0.123942	0.000000	0.000000	-0.000981
155	0.002871	0.030898	0.001135	-0.063493	-0.204313	0.050758	0.000000	0.000000	-0.000981
34	0.003661	0.030332	0.003792	0.003543	0.015884	-0.068589	0.000000	0.000000	-0.000981
295	0.003196	0.031157	0.002202	-0.148595	0.071581	-0.107431	0.000000	0.000000	-0.000981
297	0.002264	0.031192	0.006350	-0.107951	0.000964	-0.039813	0.000000	0.000000	-0.000981
28	0.002787	0.030008	0.007738	0.040144	0.090376	-0.057957	0.000000	0.000000	-0.000981
40	0.002899	0.033012	0.001458	0.028844	-0.139287	-0.012844	0.000000	0.000000	-0.000981
165	0.002348	0.032948	0.003523	0.116509	0.026163	-0.028908	0.000000	0.000000	-0.000981
310	0.003686	0.033466	0.005508	-0.031154	-0.003461	-0.003733	0.000000	0.000000	-0.000981
434	0.002765	0.034395	0.001002	0.045202	-0.013676	0.056369	0.000000	0.000000	0.001953
174	0.003534	0.035547	0.001069	-0.041413	0.022510	-0.012296	0.000000	0.000000	-0.000981
183	0.002442	0.035734	0.001017	-0.014280	0.017160	-0.152854	0.000000	0.000000	-0.000981
592	0.003325	0.034572	0.002914	-0.145631	0.038136	-0.100210	0.001856	-0.009234	0.003464
167	0.002334	0.034819	0.002143	0.090175	-0.045180	0.030578	0.000000	0.000000	-0.000981
163	0.003183	0.035364	0.002542	0.039928	-0.004996	0.015151	-0.001856	0.009234	-0.005426
169	0.002759	0.034122	0.004553	-0.019308	-0.039713	-0.027192	0.000432	0.000023	-0.000850
727	0.003017	0.034091	0.006658	-0.117394	-0.142547	-0.047230	0.000000	0.000000	-0.000981
304	0.003236	0.034782	0.009094	0.160587	0.035674	0.119880	0.000000	0.000000	-0.000981
314	0.002612	0.035079	0.008191	-0.092560	-0.002638	0.084625	0.000000	0.000000	-0.000981
319	0.002762	0.037583	0.001007	-0.034440	0.014469	-0.107934	0.000000	0.000000	-0.000981
182	0.002055	0.036742	0.001584	-0.118187	-0.011080	0.009395	0.000000	0.000000	-0.000981
315	0.003007	0.036334	0.001853	0.017462	-0.014567	-0.033435	0.000000	0.000000	-0.000981
178	0.002593	0.037001	0.002564	0.053389	-0.034599	0.065151	0.000000	0.000000	-0.000981
35	0.002417	0.037569	0.003585	0.062821	-0.135203	0.024812	0.000000	0.000000	-0.000981
601	0.003786	0.037160	0.002193	-0.109324	-0.079860	-0.032708	-0.001194	-0.000491	0.000521
321	0.002604	0.037672	0.005135	-0.085982	0.054855	0.001249	0.000000	0.000000	-0.000981
454	0.002129	0.036145	0.005876	-0.035993	0.057447	-0.021338	-0.000190	-0.000289	-0.001422
465	0.002160	0.036168	0.007673	-0.137746	-0.061763	-0.039802	0.004206	-0.000067	-0.003645
443	0.002454	0.036639	0.006664	-0.161733	-0.132272	0.018962	0.000190	0.000289	-0.000540
181	0.003652	0.037911	0.009460	0.174287	0.029236	0.094591	0.000000	0.000000	-0.000981
175	0.002285	0.038569	0.002010	-0.004421	0.020191	0.146285	0.006456	-0.002163	0.009882
324	0.002454	0.038833	0.005799	0.001368	0.018051	0.064344	0.000000	0.000000	-0.000981
54	0.004932	0.001249	0.001059	0.068652	-0.008303	0.003681	0.000000	0.000000	-0.000981
338	0.004233	0.001586	0.003376	0.073823	-0.083508	0.047353	0.000000	0.000000	-0.000981
3	0.005405	0.001065	0.002867	0.104763	0.003691	-0.153242	0.000000	0.000000	-0.000981
49	0.005492	0.001462	0.005167	0.092230	0.110144	0.018425	0.000000	0.000000	-0.000981
187	0.004769	0.003403	0.001340	-0.013417	0.103765	-0.035119	-0.004574	0.005203	-0.003942
334	0.005325	0.002754	0.001709	-0.059615	-0.010420	0.019742	0.004574	-0.005203	0.001980
200	0.005052	0.003315	0.002780	0.137473	0.136744	0.000598	0.000000	0.000000	-0.000981
43	0.004998	0.002297	0.002604	0.083462	-0.137777	-0.074568	0.000000	0.000000	-0.000981
342	0.004140	0.003284	0.002332	0.071816	0.062184	0.134905	0.000000	0.000000	-0.000981
468	0.005489	0.002240	0.004152	-0.081591	0.004192	-0.102603	0.000000	0.000000	-0.000981
747	0.005616	0.003126	0.006205	-0.199453	-0.106155	0.015524	-0.000646	-0.005333	0.000432
505	0.005129	0.003208	0.008561	-0.095756	-0.247087	0.032620	0.000000	0.000000	-0.000981
346	0.005443	0.005298	0.001592	-0.025555	-0.167264	0.007963	0.000000	0.000000	-0.000981
340	0.004501	0.004778	0.001063	-0.057045	0.202128	-0.008862	0.000000	0.000000	-0.000981
189	0.004145	0.005438	0.003370	-0.013914	0.011861	0.030949	0.000000	0.000000	-0.000981
196	0.004477	0.004299	0.002122	0.041666	0.168010	0.008772	0.000000	0.000000	-0.000981
208	0.005861	0.005714	0.004628	0.031409	0.099853	-0.028528	0.000000	0.000000	-0.000981
79	0.004296	0.005418	0.004946	-0.035543	-0.129198	-0.037315	-0.001366	-0.000852	-0.001804
204	0.005044	0.005891	0.005389	0.034160	-0.021440	-0.074549	0.001366	0.000852	-0.000158
351	0.005741	0.004032	0.005959	-0.043602	-0.107075	-0.047489	0.000646	0.005333	-0.002394
218	0.005884	0.006870	0.001053	-0.023815	-0.055408	0.033141	-0.004729	-0.003072	-0.001076
50	0.004389	0.006442	0.001216	-0.063179	-0.087198	0.002334	0.000000	0.000000	-0.000981
495	0.004939	0.007308	0.001203	0.084848	0.099107	-0.054564	-0.001082	-0.005569	-0.016441
493	0.004668	0.007630	0.001984	-0.033039	-0.128200	0.033645	-0.015692	0.007493	0.010066
212	0.005517	0.007433	0.001925	-0.014616	-0.046811	0.104978	0.015677	-0.002735	0.003287
205	0.004070	0.006697	0.002353	-0.033194	-0.048459	-0.030387	-0.005123	0.003669	-0.000792
194	0.004843	0.006159	0.002330	0.091025	0.020505	0.010563	0.005123	-0.003669	-0.001170
201	0.004153	0.007535	0.004367	0.169735	0.096994	-0.105846	0.000000	0.000000	-0.000981
355	0.005373	0.008261	0.001208	-0.084730	-0.112798	0.035575	0.000000	0.000000	-0.000981
232	0.004514	0.009453	0.001309	0.092392	0.036960	0.091544	0.000019	-0.002511	-0.004731
219	0.004298	0.008570	0.001796	-0.057218	-0.188025	0.080170	0.000000	0.000000	-0.000981
210	0.004492	0.009985	0.002092	-0.081368	0.032704	-0.027578	-0.000019	0.002511	0.002769
215	0.004624	0.009349	0.002904	0.066385	0.029481	-0.133480	0.000000	0.000000	-0.000981
216	0.005721	0.009786	0.002025	-0.019770	-0.033009	-0.009550	0.000000	0.000000	-0.000981
63	0.004029	0.009712	0.004450	-0.044445	-0.059297	-0.005544	0.003832	0.011386	0.009440
71	0.004773	0.009127	0.007107	-0.095784	-0.050422	-0.043450	0.000000	0.000000	-0.000981
228	0.004850	0.010789	0.001162	0.010943	0.050538	0.060160	0.000000	0.000000	-0.000981
773	0.004207	0.010737	0.004437	-0.130341	0.132864	-0.060465	0.000000	0.000000	-0.000981
209	0.004213	0.011774	0.006040	0.013247	0.125576	-0.081306	0.000000	0.000000	-0.000981
513	0.004808	0.010144	0.008962	-0.076110	-0.109964	0.059411	0.000000	0.000000	-0.000981
87	0.004330	0.012100	0.001599	0.030531	-0.016502	-0.076268	-0.003589	0.000167	-0.001091
223	0.005294	0.012060	0.001628	0.047411	0.029209	-0.078131	0.003589	-0.000167	-0.000871
235	0.004966	0.013255	0.002221	-0.004614	0.004708	-0.092073	-0.000571	-0.006604	0.001641
238	0.004529	0.012732	0.003027	0.085905	-0.004739	-0.064408	0.000000	0.000000	-0.000981
532	0.004671	0.013610	0.003600	-0.103185	-0.067220	-0.068811	0.000000	0.000000	-0.000981
380	0.004801	0.012853	0.004338	0.097763	-0.093870	-0.031516	0.000000	0.000000	-0.000981
230	0.005855	0.013827	0.006689	0.018988	0.035012	0.062584	0.000000	0.000000	-0.000981
102	0.004558	0.014690	0.001157	0.058409	-0.167954	0.052645	0.000000	0.000000	-0.000981
233	0.005047	0.014108	0.001880	0.052829	-0.078613	-0.074285	0.000166	0.006262	-0.003807
105	0.005934	0.015091	0.000961	-0.008671	-0.061256	0.002064	0.000000	0.000000	0.034661
103	0.005838	0.015693	0.001802	0.129985	0.073254	0.085811	0.000000	0.000000	-0.000981
243	0.004600	0.015082	0.002170	0.078849	0.003377	0.047607	0.000000	0.000000	-0.000981
251	0.005546	0.014999	0.003754	0.070788	-0.049397	-0.035366	-0.001360	-0.007468	-0.001870
379	0.005746	0.014711	0.002238	-0.051488	-0.035661	-0.068759	-0.000636	-0.002022	-0.002976
21	0.005714	0.015903	0.003851	0.104171	-0.039960	-0.142050	0.001360	0.007468	-0.000092
86	0.005496	0.015398	0.004947	0.000945	-0.065379	-0.144286	0.000000	0.000000	-0.000981
